session_index,timestamp,altitude,cadence,distance,enhanced_respiration_rate,fractional_cadence,gps_accuracy,heart_rate,position,position_lat,position_long,power,speed,stance_time,stance_time_percent,step_length,temperature,vertical_oscillation,vertical_ratio
0,2026-01-15T09:00:38+00:00,34.4,169,99.73,23.3,0,4,124,"52.516167154536,13.376242322847",52.516167154536,13.376242322847,226,2.65,236,33.1,941.1,12,86.4,9.19
0,2026-01-15T09:00:39+00:00,34.4,170,102.38,23.3,0.5,4,124,"52.516163550317,13.376203598455",52.516163550317,13.376203598455,226,2.652,236,33.1,936,12,86.4,9.19
0,2026-01-15T09:00:40+00:00,34.6,166,105.04,23.6,0,4,125,"52.51615986228,13.376164874062",52.51615986228,13.376164874062,226,2.653,236,33.1,959,12,86.4,9
0,2026-01-15T09:00:41+00:00,34.6,167,107.69,23.6,0.5,4,125,"52.516156258062,13.37612606585",52.516156258062,13.37612606585,226,2.654,236,33.1,953.8,12,86.4,9.1
0,2026-01-15T09:00:42+00:00,34.6,168,110.34,23.6,0,4,125,"52.516152570024,13.376087341458",52.516152570024,13.376087341458,226,2.656,236,33.1,948.6,12,86.4,9.1
0,2026-01-15T09:00:43+00:00,34.6,169,113,23.6,0.5,4,125,"52.516148965806,13.376048533246",52.516148965806,13.376048533246,226,2.657,236,33.1,943.4,12,86.4,9.19
0,2026-01-15T09:00:44+00:00,34.6,170,115.66,23.6,0,4,125,"52.516145277768,13.376009725034",52.516145277768,13.376009725034,226,2.658,236,33.1,938.4,12,86.4,9.19
0,2026-01-15T09:00:45+00:00,34.6,166,118.32,23.6,0.5,4,125,"52.516141589731,13.375970916823",52.516141589731,13.375970916823,226,2.66,236,33.1,961.4,12,86.4,9
0,2026-01-15T09:00:46+00:00,34.6,167,120.98,23.6,0,4,125,"52.516137901694,13.375932108611",52.516137901694,13.375932108611,226,2.661,236,33.1,956.2,12,86.4,9
0,2026-01-15T09:00:47+00:00,34.6,168,123.64,23.6,0.5,4,125,"52.516134213656,13.37589321658",52.516134213656,13.37589321658,226,2.662,236,33.1,951,12,86.4,9.1
0,2026-01-15T09:00:48+00:00,34.6,169,126.3,23.6,0,4,125,"52.5161304418,13.375854324549",52.5161304418,13.375854324549,226,2.664,236,33.1,945.8,12,86.4,9.1
0,2026-01-15T09:00:49+00:00,34.6,170,128.96,23.6,0.5,4,125,"52.516126753762,13.375815432519",52.516126753762,13.375815432519,227,2.665,236,33.1,940.7,12,86.3,9.19
0,2026-01-15T09:00:50+00:00,34.6,166,131.63,23.6,0,4,125,"52.516122981906,13.375776540488",52.516122981906,13.375776540488,227,2.666,236,33.1,963.9,12,86.3,9
0,2026-01-15T09:00:51+00:00,34.6,167,134.29,23.6,0.5,4,125,"52.516119293869,13.375737564638",52.516119293869,13.375737564638,227,2.668,236,33,958.6,12,86.3,9
0,2026-01-15T09:00:52+00:00,34.6,168,136.96,23.6,0,4,125,"52.516115522012,13.375698672608",52.516115522012,13.375698672608,227,2.669,236,33,953.3,12,86.3,9.1
0,2026-01-15T09:00:53+00:00,34.6,169,139.63,23.6,0.5,4,125,"52.516111750156,13.375659696758",52.516111750156,13.375659696758,227,2.67,236,33,948.2,12,86.3,9.1
0,2026-01-15T09:00:54+00:00,34.6,170,142.3,23.6,0,4,125,"52.516108062118,13.375620720908",52.516108062118,13.375620720908,227,2.672,236,33,943.1,12,86.3,9.19
0,2026-01-15T09:00:55+00:00,34.6,166,144.97,23.6,0.5,4,125,"52.516104290262,13.375581745058",52.516104290262,13.375581745058,227,2.673,236,33,966.3,12,86.3,8.9
0,2026-01-15T09:00:56+00:00,34.6,167,147.65,23.6,0,4,125,"52.516100518405,13.37554268539",52.516100518405,13.37554268539,227,2.674,236,33,961,12,86.3,9
0,2026-01-15T09:00:57+00:00,34.6,168,150.32,23.6,0.5,4,125,"52.516096746549,13.375503625721",52.516096746549,13.375503625721,227,2.676,236,33,955.7,12,86.3,9
0,2026-01-15T09:00:58+00:00,34.6,169,153,23.6,0,4,125,"52.516092974693,13.375464566052",52.516092974693,13.375464566052,227,2.677,236,33,950.5,12,86.3,9.1
0,2026-01-15T09:00:59+00:00,34.6,170,155.68,23.6,0.5,4,125,"52.516089202836,13.375425506383",52.516089202836,13.375425506383,228,2.678,236,33,945.4,12,86.2,9.1
0,2026-01-15T09:01:00+00:00,34.6,166,158.35,23.6,0,4,125,"52.51608543098,13.375386362895",52.51608543098,13.375386362895,228,2.68,236,33,968.7,12,86.2,8.9
0,2026-01-15T09:01:01+00:00,34.6,167,161.04,23.6,0.5,4,125,"52.516081659123,13.375347303227",52.516081659123,13.375347303227,228,2.681,236,33,963.4,12,86.2,8.9
0,2026-01-15T09:01:02+00:00,34.6,168,163.72,23.6,0,4,125,"52.516077887267,13.375308159739",52.516077887267,13.375308159739,228,2.682,236,33,958.1,12,86.2,9
0,2026-01-15T09:01:03+00:00,34.6,169,166.4,23.9,0.5,4,126,"52.51607411541,13.375269016251",52.51607411541,13.375269016251,228,2.684,235,33,952.9,12,86.2,9
0,2026-01-15T09:01:04+00:00,34.6,170,169.08,23.9,0,4,126,"52.516070427373,13.375229788944",52.516070427373,13.375229788944,228,2.685,235,33,947.8,12,86.2,9.1
0,2026-01-15T09:01:05+00:00,34.6,166,171.77,23.9,0.5,4,126,"52.516066655517,13.375190561637",52.516066655517,13.375190561637,228,2.686,235,33,971.1,12,86.2,8.9
0,2026-01-15T09:01:06+00:00,34.6,167,174.46,23.9,0,4,126,"52.51606288366,13.37515133433",52.51606288366,13.37515133433,228,2.688,235,33,965.7,12,86.2,8.9
0,2026-01-15T09:01:07+00:00,34.6,168,177.14,23.9,0.5,4,126,"52.516059195623,13.375112107024",52.516059195623,13.375112107024,228,2.689,235,33,960.5,12,86.2,9
0,2026-01-15T09:01:08+00:00,34.6,169,179.83,23.9,0,4,126,"52.516055423766,13.375072879717",52.516055423766,13.375072879717,228,2.69,235,33,955.3,12,86.2,9
0,2026-01-15T09:01:09+00:00,34.6,170,182.52,23.9,0.5,4,126,"52.516051735729,13.375033568591",52.516051735729,13.375033568591,228,2.692,235,33,950.1,12,86.2,9.1
0,2026-01-15T09:01:10+00:00,34.6,166,185.22,23.9,0,4,126,"52.516048047692,13.374994257465",52.516048047692,13.374994257465,229,2.693,235,33,973.5,12,86.1,8.8
0,2026-01-15T09:01:11+00:00,34.6,167,187.91,23.9,0.5,4,126,"52.516044275835,13.374954946339",52.516044275835,13.374954946339,229,2.694,235,33,968.1,12,86.1,8.9
0,2026-01-15T09:01:12+00:00,34.6,168,190.6,23.9,0,4,126,"52.516040587798,13.374915551394",52.516040587798,13.374915551394,229,2.696,235,33,962.9,12,86.1,8.9
0,2026-01-15T09:01:13+00:00,34.6,169,193.3,23.9,0.5,4,126,"52.516036983579,13.374876156449",52.516036983579,13.374876156449,229,2.697,235,33,957.6,12,86.1,9
0,2026-01-15T09:01:14+00:00,34.6,170,196,23.9,0,4,126,"52.516033295542,13.374836761504",52.516033295542,13.374836761504,229,2.698,235,33,952.5,12,86.1,9
0,2026-01-15T09:01:15+00:00,34.6,166,198.7,23.9,0.5,4,126,"52.516029607505,13.37479736656",52.516029607505,13.37479736656,229,2.7,235,33,975.9,12,86.1,8.8
0,2026-01-15T09:01:16+00:00,34.6,167,201.4,23.9,0,4,126,"52.516026003286,13.374757887796",52.516026003286,13.374757887796,229,2.701,235,33,970.5,12,86.1,8.9
0,2026-01-15T09:01:17+00:00,34.6,168,204.1,23.9,0.5,4,126,"52.516022399068,13.374718409032",52.516022399068,13.374718409032,229,2.702,235,33,965.2,12,86.1,8.9
0,2026-01-15T09:01:18+00:00,34.6,169,206.8,23.9,0,4,126,"52.51601879485,13.374678930268",52.51601879485,13.374678930268,229,2.704,235,33,960,12,86.1,9
0,2026-01-15T09:01:19+00:00,34.6,170,209.5,23.9,0.5,4,126,"52.516015190631,13.374639367685",52.516015190631,13.374639367685,229,2.705,235,33,954.8,12,86.1,9
0,2026-01-15T09:01:20+00:00,34.6,166,212.21,23.9,0,4,126,"52.516011586413,13.374599805102",52.516011586413,13.374599805102,229,2.706,235,33,978.3,12,86.1,8.8
0,2026-01-15T09:01:21+00:00,34.6,167,214.92,23.9,0.5,4,126,"52.516008066013,13.374560242519",52.516008066013,13.374560242519,230,2.708,235,33,972.9,12,86,8.8
0,2026-01-15T09:01:22+00:00,34.6,168,217.62,23.9,0,4,126,"52.516004461795,13.374520679936",52.516004461795,13.374520679936,230,2.709,235,33,967.6,12,86,8.9
0,2026-01-15T09:01:23+00:00,34.6,169,220.33,23.9,0.5,4,126,"52.516000941396,13.374481033534",52.516000941396,13.374481033534,230,2.71,235,33,962.4,12,86,8.9
0,2026-01-15T09:01:24+00:00,34.6,170,223.04,23.9,0,4,126,"52.515997420996,13.374441387132",52.515997420996,13.374441387132,230,2.712,235,33,957.2,12,86,9
0,2026-01-15T09:01:25+00:00,34.6,166,225.76,23.9,0.5,4,126,"52.515993984416,13.37440174073",52.515993984416,13.37440174073,230,2.713,235,33,980.7,12,86,8.8
0,2026-01-15T09:01:26+00:00,34.6,167,228.47,23.9,0,4,126,"52.515990464017,13.374362094328",52.515990464017,13.374362094328,230,2.714,235,33,975.3,12,86,8.8
0,2026-01-15T09:01:27+00:00,34.6,168,231.18,24.2,0.5,4,127,"52.515987027436,13.374322364107",52.515987027436,13.374322364107,230,2.716,235,33,970,12,86,8.9
0,2026-01-15T09:01:28+00:00,34.6,169,233.9,24.2,0,4,127,"52.515983507037,13.374282633886",52.515983507037,13.374282633886,230,2.717,234,33,964.7,12,86,8.9
0,2026-01-15T09:01:29+00:00,34.6,170,236.62,24.2,0.5,4,127,"52.515980070457,13.374242819846",52.515980070457,13.374242819846,230,2.718,234,33,959.5,12,86,9
0,2026-01-15T09:01:30+00:00,34.6,166,239.34,24.2,0,4,127,"52.515976633877,13.374203089625",52.515976633877,13.374203089625,230,2.72,234,33,983.1,12,86,8.69
0,2026-01-15T09:01:31+00:00,34.6,167,242.06,24.2,0.5,4,127,"52.515973281115,13.374163275585",52.515973281115,13.374163275585,230,2.721,234,33,977.7,12,86,8.8
0,2026-01-15T09:01:32+00:00,34.6,168,244.78,24.2,0,4,127,"52.515969844535,13.374123461545",52.515969844535,13.374123461545,231,2.722,234,33,972.4,12,85.9,8.8
0,2026-01-15T09:01:33+00:00,34.6,169,247.5,24.2,0.5,4,127,"52.515966407955,13.374083563685",52.515966407955,13.374083563685,231,2.724,234,33,967.1,12,85.9,8.9
0,2026-01-15T09:01:34+00:00,34.6,170,250.22,24.2,0,4,127,"52.515963055193,13.374043749645",52.515963055193,13.374043749645,231,2.725,234,33,961.9,12,85.9,8.9
0,2026-01-15T09:01:35+00:00,34.6,166,252.95,24.2,0.5,4,127,"52.515959702432,13.374003851786",52.515959702432,13.374003851786,231,2.726,234,33,985.5,12,85.9,8.69
0,2026-01-15T09:01:36+00:00,34.6,167,255.67,24.2,0,4,127,"52.515956265852,13.373963953927",52.515956265852,13.373963953927,231,2.728,234,33,980.1,12,85.9,8.8
0,2026-01-15T09:01:37+00:00,34.6,168,258.4,24.2,0.5,4,127,"52.515952913091,13.373923972249",52.515952913091,13.373923972249,231,2.729,234,33,974.8,12,85.9,8.8
0,2026-01-15T09:01:38+00:00,34.6,169,261.13,24.2,0,4,127,"52.515949560329,13.373883990571",52.515949560329,13.373883990571,231,2.73,234,33,969.5,12,85.9,8.9
0,2026-01-15T09:01:39+00:00,34.6,170,263.86,24.2,0.5,4,127,"52.515946207568,13.373844008893",52.515946207568,13.373844008893,231,2.732,234,33,964.2,12,85.9,8.9
0,2026-01-15T09:01:40+00:00,34.6,166,266.59,24.2,0,4,127,"52.515942854807,13.373804027215",52.515942854807,13.373804027215,231,2.733,234,33,988,12,85.9,8.69
0,2026-01-15T09:01:41+00:00,34.6,167,269.33,24.2,0.5,4,127,"52.515939502046,13.373764045537",52.515939502046,13.373764045537,231,2.734,234,32.9,982.5,12,85.9,8.69
0,2026-01-15T09:01:42+00:00,34.6,168,272.06,24.2,0,4,127,"52.515936065465,13.373723980039",52.515936065465,13.373723980039,232,2.736,234,32.9,977.1,12,85.8,8.8
0,2026-01-15T09:01:43+00:00,34.6,169,274.8,24.2,0.5,4,127,"52.515932712704,13.373683914542",52.515932712704,13.373683914542,232,2.737,234,32.9,971.8,12,85.8,8.8
0,2026-01-15T09:01:44+00:00,34.6,170,277.54,24.2,0,4,127,"52.515929359943,13.373643849045",52.515929359943,13.373643849045,232,2.738,234,32.9,966.6,12,85.8,8.9
0,2026-01-15T09:01:45+00:00,34.6,166,280.27,24.2,0.5,4,127,"52.515926007181,13.373603783548",52.515926007181,13.373603783548,232,2.74,234,32.9,990.4,12,85.8,8.69
0,2026-01-15T09:01:46+00:00,34.6,167,283.02,24.2,0,4,127,"52.515922570601,13.373563634232",52.515922570601,13.373563634232,232,2.741,234,32.9,984.9,12,85.8,8.69
0,2026-01-15T09:01:47+00:00,34.6,168,285.76,24.2,0.5,4,127,"52.51591921784,13.373523484915",52.51591921784,13.373523484915,232,2.742,234,32.9,979.5,12,85.8,8.8
0,2026-01-15T09:01:48+00:00,34.6,169,288.5,24.2,0,4,127,"52.51591578126,13.373483419418",52.51591578126,13.373483419418,232,2.744,234,32.9,974.2,12,85.8,8.8
0,2026-01-15T09:01:49+00:00,34.6,170,291.24,24.2,0.5,4,127,"52.515912428498,13.373443186283",52.515912428498,13.373443186283,232,2.745,234,32.9,968.9,12,85.8,8.9
0,2026-01-15T09:01:50+00:00,34.6,166,293.99,24.6,0,4,128,"52.515908991918,13.373403036967",52.515908991918,13.373403036967,232,2.746,234,32.9,992.8,12,85.8,8.6
0,2026-01-15T09:01:51+00:00,34.6,167,296.74,24.6,0.5,4,128,"52.515905555338,13.373362803832",52.515905555338,13.373362803832,232,2.748,234,32.9,987.3,12,85.8,8.69
0,2026-01-15T09:01:52+00:00,34.6,168,299.48,24.6,0,4,128,"52.515902034938,13.373322654516",52.515902034938,13.373322654516,232,2.749,234,32.9,981.9,12,85.8,8.69
0,2026-01-15T09:01:53+00:00,34.6,169,302.23,24.6,0.5,4,128,"52.515898598358,13.37328242138",52.515898598358,13.37328242138,233,2.75,233,32.9,976.6,12,85.7,8.8
0,2026-01-15T09:01:54+00:00,34.6,170,304.98,24.6,0,4,128,"52.515895077959,13.373242188245",52.515895077959,13.373242188245,233,2.752,233,32.9,971.3,12,85.7,8.8
0,2026-01-15T09:01:55+00:00,34.6,166,307.74,24.6,0.5,4,128,"52.515891557559,13.373201871291",52.515891557559,13.373201871291,233,2.753,233,32.9,995.2,12,85.7,8.6
0,2026-01-15T09:01:56+00:00,34.6,167,310.49,24.6,0,4,128,"52.51588803716,13.373161638156",52.51588803716,13.373161638156,233,2.754,233,32.9,989.7,12,85.7,8.69
0,2026-01-15T09:01:57+00:00,34.6,168,313.24,24.6,0.5,4,128,"52.515884432942,13.373121321201",52.515884432942,13.373121321201,233,2.756,233,32.9,984.3,12,85.7,8.69
0,2026-01-15T09:01:58+00:00,34.6,169,316,24.6,0,4,128,"52.515880828723,13.373081088066",52.515880828723,13.373081088066,233,2.757,233,32.9,978.9,12,85.7,8.8
0,2026-01-15T09:01:59+00:00,34.4,170,318.76,24.6,0.5,4,128,"52.515877224505,13.373040771112",52.515877224505,13.373040771112,233,2.758,233,32.9,973.6,12,85.7,8.8
0,2026-01-15T09:02:00+00:00,34.4,166,321.52,24.6,0,4,128,"52.515873620287,13.373000370339",52.515873620287,13.373000370339,233,2.76,233,32.9,997.6,12,85.7,8.6
0,2026-01-15T09:02:01+00:00,34.4,167,324.28,24.6,0.5,4,128,"52.515869932249,13.372960053384",52.515869932249,13.372960053384,233,2.761,233,32.9,992.1,12,85.7,8.6
0,2026-01-15T09:02:02+00:00,34.4,168,327.04,24.6,0,4,128,"52.515866244212,13.37291973643",52.515866244212,13.37291973643,233,2.762,233,32.9,986.7,12,85.7,8.69
0,2026-01-15T09:02:03+00:00,34.4,169,329.8,24.6,0.5,4,128,"52.515862472355,13.372879335657",52.515862472355,13.372879335657,233,2.764,233,32.9,981.3,12,85.7,8.69
0,2026-01-15T09:02:04+00:00,34.4,170,332.56,24.6,0,4,128,"52.515858700499,13.372838934883",52.515858700499,13.372838934883,234,2.765,233,32.9,976,12,85.6,8.8
0,2026-01-15T09:02:05+00:00,34.4,166,335.33,24.6,0.5,4,128,"52.515854928643,13.372798617929",52.515854928643,13.372798617929,234,2.766,233,32.9,1000,12,85.6,8.6
0,2026-01-15T09:02:06+00:00,34.4,167,338.1,24.6,0,4,128,"52.515851156786,13.372758133337",52.515851156786,13.372758133337,234,2.768,233,32.9,994.5,12,85.6,8.6
0,2026-01-15T09:02:07+00:00,34.4,168,340.86,24.6,0.5,4,128,"52.515847301111,13.372717732564",52.515847301111,13.372717732564,234,2.769,233,32.9,989,12,85.6,8.69
0,2026-01-15T09:02:08+00:00,34.4,169,343.63,24.6,0,4,128,"52.515843445435,13.37267733179",52.515843445435,13.37267733179,234,2.77,233,32.9,983.7,12,85.6,8.69
0,2026-01-15T09:02:09+00:00,34.4,170,346.4,24.6,0.5,4,128,"52.515839505941,13.372636847198",52.515839505941,13.372636847198,234,2.772,233,32.9,978.4,12,85.6,8.69
0,2026-01-15T09:02:10+00:00,34.4,166,349.18,24.6,0,4,128,"52.515835566446,13.372596446425",52.515835566446,13.372596446425,234,2.773,233,32.9,1002.4,12,85.6,8.5
0,2026-01-15T09:02:11+00:00,34.4,167,351.95,24.6,0.5,4,128,"52.515831626952,13.372555961832",52.515831626952,13.372555961832,234,2.774,233,32.9,996.9,12,85.6,8.6
0,2026-01-15T09:02:12+00:00,34.4,168,354.72,24.6,0,4,128,"52.515827687457,13.37251547724",52.515827687457,13.37251547724,234,2.776,233,32.9,991.4,12,85.6,8.6
0,2026-01-15T09:02:13+00:00,34.4,169,357.5,24.9,0.5,4,129,"52.515823664144,13.372474992648",52.515823664144,13.372474992648,234,2.777,233,32.9,986,12,85.6,8.69
0,2026-01-15T09:02:14+00:00,34.4,170,360.28,24.9,0,4,129,"52.51581964083,13.372434508055",52.51581964083,13.372434508055,235,2.778,233,32.9,980.7,12,85.5,8.69
0,2026-01-15T09:02:15+00:00,34.4,166,363.06,24.9,0.5,4,129,"52.515815533698,13.372393939644",52.515815533698,13.372393939644,235,2.78,233,32.9,1004.8,12,85.5,8.5
0,2026-01-15T09:02:16+00:00,34.4,167,365.84,24.9,0,4,129,"52.515811510384,13.372353455052",52.515811510384,13.372353455052,235,2.781,233,32.9,999.3,12,85.5,8.6
0,2026-01-15T09:02:17+00:00,34.4,168,368.62,24.9,0.5,4,129,"52.515807403252,13.37231288664",52.515807403252,13.37231288664,235,2.782,233,32.9,993.8,12,85.5,8.6
0,2026-01-15T09:02:18+00:00,34.4,169,371.4,24.9,0,4,129,"52.515803296119,13.372272318229",52.515803296119,13.372272318229,235,2.784,232,32.9,988.4,12,85.5,8.69
0,2026-01-15T09:02:19+00:00,34.4,170,374.18,24.9,0.5,4,129,"52.515799105167,13.372231749818",52.515799105167,13.372231749818,235,2.785,232,32.9,983.1,12,85.5,8.69
0,2026-01-15T09:02:20+00:00,34.4,166,376.97,24.9,0,4,129,"52.515794998035,13.372191097587",52.515794998035,13.372191097587,235,2.786,232,32.9,1007.2,12,85.5,8.5
0,2026-01-15T09:02:21+00:00,34.4,167,379.76,24.9,0.5,4,129,"52.515790807083,13.372150529176",52.515790807083,13.372150529176,235,2.788,232,32.9,1001.7,12,85.5,8.5
0,2026-01-15T09:02:22+00:00,34.4,168,382.54,24.9,0,4,129,"52.515786616132,13.372109876946",52.515786616132,13.372109876946,235,2.789,232,32.9,996.2,12,85.5,8.6
0,2026-01-15T09:02:23+00:00,34.4,169,385.33,24.9,0.5,4,129,"52.51578242518,13.372069224715",52.51578242518,13.372069224715,235,2.79,232,32.9,990.8,12,85.5,8.6
0,2026-01-15T09:02:24+00:00,34.4,170,388.12,24.9,0,4,129,"52.515778234228,13.372028572485",52.515778234228,13.372028572485,235,2.792,232,32.9,985.4,12,85.5,8.69
0,2026-01-15T09:02:25+00:00,34.4,166,390.91,24.9,0.5,4,129,"52.515774043277,13.371987836435",52.515774043277,13.371987836435,236,2.793,232,32.9,1009.6,12,85.4,8.5
0,2026-01-15T09:02:26+00:00,34.4,167,393.71,24.9,0,4,129,"52.515769768506,13.371947184205",52.515769768506,13.371947184205,236,2.794,232,32.9,1004.1,12,85.4,8.5
